Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW04,OUT018,1000
NCC31,OUT046,1000
FDK22,OUT049,1000
FDJ50,OUT017,1000
FDV13,OUT017,1000
DRL60,OUT017,1000
FDW03,OUT017,1000
FDY27,OUT035,1000
FDB39,OUT027,1000
FDU59,OUT045,1000
FDZ57,OUT049,1000
FDO21,OUT049,1000
FDS43,OUT018,1000
FDU28,OUT010,1000
FDC51,OUT010,1000
FDW16,OUT010,1000
FDP32,OUT010,1000
FDB60,OUT019,1000
NCQ30,OUT046,1000
FDD26,OUT049,1000
FDI44,OUT045,1000
DRH23,OUT046,1000
FDO44,OUT046,1000
FDG04,OUT046,1000
FDM32,OUT027,1000
FDM09,OUT013,1000
FDZ47,OUT013,1000
FDM40,OUT027,1000
FDY48,OUT017,1000
NCM30,OUT045,1000
FDX36,OUT010,1000
DRF03,OUT017,1000
FDN51,OUT049,1000
FDM57,OUT049,1000
FDB35,OUT049,1000
FDY13,OUT027,1000
FDA37,OUT017,1000
NCX53,OUT017,1000
FDD59,OUT018,1000
FDX10,OUT019,1000
FDC03,OUT018,1000
FDW43,OUT035,1000
FDW10,OUT046,1000
FDY14,OUT027,1000
FDV43,OUT045,1000
FDO40,OUT013,1000
FDP46,OUT027,1000
NCE43,OUT019,1000
FDD05,OUT035,1000
FDJ60,OUT010,1000
DRE27,OUT018,1000
FDO11,OUT035,1000
DRG11,OUT027,1000
FDK33,OUT010,1000
DRM23,OUT045,1000
FDJ02,OUT027,1000
NCZ05,OUT045,1000
NCL30,OUT013,1000
FDZ19,OUT018,1000
FDM45,OUT049,1000
FDO36,OUT046,1000
NCK31,OUT045,1000
DRJ37,OUT045,1000
FDP24,OUT018,1000
FDF46,OUT013,1000
FDX46,OUT019,1000
NCL18,OUT045,1000
FDJ26,OUT013,1000
FDJ07,OUT045,1000
FDY15,OUT013,1000
DRG01,OUT045,1000
FDF58,OUT045,1000
FDZ14,OUT019,1000
FDP31,OUT049,1000
FDH45,OUT013,1000
FDA09,OUT010,1000
FDW31,OUT035,1000
FDA57,OUT046,1000
NCE55,OUT035,1000
FDC17,OUT019,1000
FDC59,OUT013,1000
FDA22,OUT013,1000
FDK52,OUT035,1000
NCM26,OUT046,1000
NCT53,OUT035,1000
FDW45,OUT018,1000
NCI18,OUT035,1000
FDE38,OUT018,1000
FDF08,OUT019,1000
FDY58,OUT010,1000
FDF58,OUT019,1000
FDX39,OUT017,1000
FDB44,OUT049,1000
FDF28,OUT013,1000
FDE39,OUT013,1000
FDT37,OUT018,1000
FDZ45,OUT017,1000
FDO40,OUT035,1000
FDM57,OUT027,1000
DRG36,OUT017,1000
FDY36,OUT010,1000
DRL60,OUT027,1000
FDS25,OUT019,1000
DRF49,OUT027,1000
FDP16,OUT045,1000
FDS60,OUT049,1000
FDU15,OUT027,1000
FDK43,OUT046,1000
FDN25,OUT046,1000
FDE53,OUT049,1000
FDB22,OUT013,1000
FDE39,OUT017,1000
FDX35,OUT035,1000
NCG54,OUT049,1000
FDH27,OUT035,1000
NCK42,OUT013,1000
FDS25,OUT049,1000
FDI10,OUT018,1000
FDU35,OUT035,1000
FDI04,OUT017,1000
DRK23,OUT035,1000
FDB53,OUT019,1000
FDY02,OUT049,1000
FDM60,OUT035,1000
NCJ31,OUT010,1000
DRP35,OUT017,1000
NCQ30,OUT018,1000
DRL11,OUT010,1000
FDU01,OUT013,1000
FDR39,OUT035,1000
FDO08,OUT046,1000
FDC02,OUT045,1000
NCZ29,OUT035,1000
FDF29,OUT010,1000
FDZ23,OUT017,1000
NCU53,OUT018,1000
NCW30,OUT013,1000
NCM26,OUT027,1000
FDV50,OUT027,1000
FDW15,OUT049,1000
FDI35,OUT027,1000
FDO11,OUT017,1000
FDN48,OUT046,1000
NCA17,OUT049,1000
NCN54,OUT013,1000
FDP22,OUT013,1000
NCB54,OUT035,1000
FDD08,OUT045,1000
DRM48,OUT010,1000
FDG41,OUT027,1000
FDE44,OUT027,1000
FDE26,OUT035,1000
NCS38,OUT013,1000
NCJ54,OUT018,1000
FDI40,OUT019,1000
FDN45,OUT018,1000
FDU43,OUT046,1000
FDI04,OUT010,1000
NCC07,OUT018,1000
NCC07,OUT019,1000
NCD18,OUT045,1000
FDU55,OUT035,1000
FDX59,OUT035,1000
FDR52,OUT049,1000
NCP17,OUT013,1000
FDQ32,OUT045,1000
NCT17,OUT049,1000
FDO10,OUT049,1000
FDE32,OUT049,1000
FDN44,OUT045,1000
FDH02,OUT035,1000
FDK60,OUT013,1000
FDS24,OUT019,1000
FDL03,OUT010,1000
FDB46,OUT027,1000
FDO48,OUT049,1000
FDZ39,OUT049,1000
FDT02,OUT027,1000
FDC50,OUT013,1000
FDP39,OUT035,1000
DRG15,OUT018,1000
FDP10,OUT018,1000
FDF53,OUT027,1000
FDN34,OUT045,1000
FDK02,OUT045,1000
FDC23,OUT045,1000
FDJ10,OUT019,1000
FDE53,OUT035,1000
FDR25,OUT035,1000
FDW50,OUT046,1000
FDS09,OUT049,1000
FDW49,OUT010,1000
FDU51,OUT046,1000
FDF28,OUT018,1000
NCY30,OUT018,1000
FDD44,OUT045,1000
FDX09,OUT017,1000
NCF30,OUT013,1000
FDZ50,OUT019,1000
FDW37,OUT013,1000
FDD11,OUT049,1000
DRH39,OUT018,1000
FDA36,OUT049,1000
NCG43,OUT049,1000
FDF02,OUT035,1000
FDP57,OUT027,1000
NCE42,OUT017,1000
NCR38,OUT027,1000
FDP03,OUT019,1000
FDO51,OUT035,1000
NCQ42,OUT046,1000
NCM41,OUT046,1000
FDH48,OUT027,1000
DRF60,OUT046,1000
FDJ27,OUT035,1000
FDQ14,OUT013,1000
FDN27,OUT017,1000
NCQ02,OUT046,1000
FDJ33,OUT049,1000
FDP07,OUT027,1000
DRE01,OUT049,1000
FDU36,OUT045,1000
FDL28,OUT017,1000
NCX53,OUT046,1000
FDZ39,OUT013,1000
NCP42,OUT013,1000
FDJ14,OUT035,1000
FDK04,OUT049,1000
NCC19,OUT017,1000
FDS09,OUT018,1000
FDZ02,OUT046,1000
FDD35,OUT018,1000
NCY42,OUT017,1000
FDB05,OUT045,1000
FDF20,OUT035,1000
NCO41,OUT018,1000
FDC40,OUT027,1000
FDV58,OUT045,1000
FDZ57,OUT045,1000
DRM35,OUT046,1000
DRN36,OUT018,1000
FDQ13,OUT046,1000
DRO35,OUT010,1000
NCD43,OUT035,1000
FDA51,OUT018,1000
NCX17,OUT027,1000
NCZ17,OUT049,1000
FDR11,OUT027,1000
FDW34,OUT049,1000
FDN50,OUT017,1000
FDS09,OUT046,1000
FDS48,OUT018,1000
FDL44,OUT049,1000
DRF48,OUT018,1000
FDA14,OUT018,1000
NCD30,OUT049,1000
FDI16,OUT017,1000
NCG06,OUT035,1000
DRZ24,OUT035,1000
NCS17,OUT045,1000
FDB37,OUT045,1000
FDE10,OUT035,1000
FDC57,OUT045,1000
FDM12,OUT018,1000
FDE24,OUT049,1000
FDW22,OUT045,1000
DRD01,OUT027,1000
NCZ18,OUT027,1000
FDN49,OUT045,1000
FDR22,OUT035,1000
FDV08,OUT019,1000
FDY39,OUT046,1000
FDV36,OUT049,1000
FDO60,OUT045,1000
FDU04,OUT027,1000
FDR20,OUT027,1000
FDW19,OUT019,1000
FDU40,OUT049,1000
FDK15,OUT045,1000
DRF15,OUT035,1000
FDQ25,OUT017,1000
FDI48,OUT019,1000
FDS49,OUT046,1000
FDV22,OUT046,1000
NCV42,OUT046,1000
FDX26,OUT046,1000
FDI33,OUT018,1000
FDZ14,OUT049,1000
FDG10,OUT013,1000
FDM38,OUT018,1000
FDG26,OUT027,1000
FDH46,OUT035,1000
FDN13,OUT018,1000
FDU57,OUT035,1000
NCI06,OUT046,1000
FDM38,OUT045,1000
NCG42,OUT010,1000
FDL39,OUT045,1000
FDT31,OUT019,1000
FDV59,OUT013,1000
FDB49,OUT035,1000
FDD58,OUT049,1000
DRN59,OUT046,1000
FDX48,OUT049,1000
FDQ11,OUT049,1000
FDY12,OUT049,1000
FDQ11,OUT045,1000
DRI11,OUT017,1000
FDY32,OUT027,1000
FDS51,OUT045,1000
FDR19,OUT010,1000
DRB13,OUT018,1000
FDS21,OUT035,1000
FDQ40,OUT045,1000
NCE55,OUT013,1000
FDX43,OUT027,1000
FDS12,OUT049,1000
DRK01,OUT027,1000
FDN25,OUT017,1000
FDB60,OUT046,1000
FDQ13,OUT017,1000
DRK13,OUT045,1000
DRF25,OUT018,1000
NCD42,OUT019,1000
FDW25,OUT045,1000
NCV29,OUT027,1000
NCK42,OUT035,1000
DRJ13,OUT027,1000
DRD15,OUT017,1000
FDM27,OUT045,1000
FDZ50,OUT018,1000
FDC04,OUT046,1000
FDF50,OUT049,1000
FDP15,OUT045,1000
FDK46,OUT035,1000
FDZ56,OUT018,1000
FDY60,OUT049,1000
FDB10,OUT035,1000
FDR57,OUT045,1000
FDU58,OUT049,1000
FDH02,OUT046,1000
FDP48,OUT013,1000
FDI46,OUT035,1000
FDW56,OUT013,1000
NCM19,OUT010,1000
FDS50,OUT027,1000
FDK24,OUT013,1000
FDO36,OUT017,1000
FDK45,OUT027,1000
NCL05,OUT045,1000
FDL32,OUT018,1000
FDA28,OUT049,1000
FDY36,OUT018,1000
FDP32,OUT018,1000
FDL50,OUT046,1000
DRC24,OUT049,1000
NCS18,OUT017,1000
FDD16,OUT017,1000
NCV18,OUT013,1000
FDX07,OUT046,1000
NCZ05,OUT027,1000
NCI31,OUT013,1000
FDK14,OUT049,1000
NCR06,OUT045,1000
NCF54,OUT049,1000
DRG23,OUT010,1000
FDD53,OUT046,1000
NCM31,OUT027,1000
FDT16,OUT017,1000
FDR40,OUT035,1000
DRG25,OUT017,1000
FDT10,OUT035,1000
FDY32,OUT013,1000
FDN50,OUT035,1000
FDZ35,OUT019,1000
NCP54,OUT045,1000
NCD07,OUT035,1000
FDS02,OUT018,1000
DRN59,OUT018,1000
DRB24,OUT013,1000
FDP37,OUT027,1000
DRB01,OUT018,1000
FDR47,OUT046,1000
NCM31,OUT010,1000
NCF06,OUT027,1000
NCV17,OUT027,1000
FDS10,OUT049,1000
FDN52,OUT035,1000
FDZ48,OUT013,1000
FDJ48,OUT049,1000
DRB13,OUT027,1000
FDV59,OUT017,1000
FDL32,OUT035,1000
FDZ12,OUT035,1000
NCR06,OUT027,1000
FDP51,OUT017,1000
FDY22,OUT013,1000
FDZ38,OUT049,1000
NCO54,OUT035,1000
FDR23,OUT035,1000
FDM38,OUT049,1000
FDS25,OUT013,1000
FDZ22,OUT013,1000
FDZ20,OUT019,1000
FDD45,OUT010,1000
FDN03,OUT049,1000
NCW30,OUT046,1000
FDY24,OUT027,1000
FDJ26,OUT019,1000
FDM15,OUT049,1000
NCW54,OUT027,1000
FDA23,OUT045,1000
FDA39,OUT019,1000
FDZ12,OUT017,1000
NCB42,OUT046,1000
FDL16,OUT046,1000
FDO24,OUT019,1000
NCP42,OUT046,1000
FDR19,OUT018,1000
DRL01,OUT045,1000
FDV37,OUT046,1000
FDI41,OUT010,1000
FDF58,OUT049,1000
NCF43,OUT018,1000
FDN02,OUT049,1000
NCP41,OUT035,1000
NCY17,OUT027,1000
FDL58,OUT027,1000
NCA30,OUT027,1000
FDE46,OUT018,1000
FDY38,OUT035,1000
NCH29,OUT027,1000
FDO20,OUT045,1000
FDP44,OUT018,1000
FDM02,OUT027,1000
FDJ14,OUT027,1000
FDH04,OUT010,1000
DRK23,OUT046,1000
NCW05,OUT046,1000
FDF12,OUT049,1000
FDL51,OUT019,1000
FDN03,OUT018,1000
DRJ37,OUT049,1000
FDM12,OUT019,1000
FDA16,OUT045,1000
NCB07,OUT017,1000
NCI17,OUT019,1000
FDR51,OUT046,1000
FDJ55,OUT045,1000
NCZ17,OUT013,1000
FDU25,OUT013,1000
NCG18,OUT045,1000
DRM11,OUT017,1000
FDH16,OUT035,1000
FDZ04,OUT018,1000
NCX53,OUT035,1000
FDX38,OUT027,1000
FDX09,OUT046,1000
NCW05,OUT018,1000
NCS41,OUT017,1000
FDI26,OUT046,1000
NCZ41,OUT027,1000
NCK06,OUT046,1000
FDX23,OUT027,1000
NCA42,OUT046,1000
FDC20,OUT049,1000
DRC49,OUT018,1000
FDX01,OUT013,1000
FDC08,OUT045,1000
FDC02,OUT017,1000
FDK10,OUT045,1000
DRC24,OUT013,1000
FDW16,OUT019,1000
NCU06,OUT018,1000
DRA59,OUT045,1000
FDR24,OUT019,1000
DRL35,OUT018,1000
FDA49,OUT013,1000
NCC55,OUT046,1000
DRD24,OUT019,1000
NCE55,OUT049,1000
FDT33,OUT045,1000
NCT53,OUT013,1000
FDS26,OUT046,1000
FDL22,OUT018,1000
FDP44,OUT017,1000
FDC52,OUT018,1000
FDI53,OUT010,1000
FDZ23,OUT046,1000
NCT18,OUT013,1000
FDR13,OUT046,1000
FDB09,OUT010,1000
FDZ60,OUT013,1000
FDB11,OUT046,1000
FDC10,OUT018,1000
FDW56,OUT035,1000
FDK14,OUT027,1000
DRE27,OUT027,1000
FDA38,OUT017,1000
FDT11,OUT045,1000
FDP15,OUT035,1000
FDV27,OUT035,1000
FDS36,OUT027,1000
FDY40,OUT027,1000
NCF19,OUT049,1000
FDF53,OUT045,1000
FDS14,OUT027,1000
FDE56,OUT046,1000
FDZ19,OUT035,1000
FDZ46,OUT013,1000
FDR16,OUT046,1000
FDG29,OUT018,1000
NCE30,OUT017,1000
FDZ40,OUT046,1000
FDG58,OUT018,1000
DRH03,OUT013,1000
FDZ47,OUT045,1000
FDV04,OUT018,1000
FDZ10,OUT018,1000
FDG46,OUT017,1000
NCF07,OUT045,1000
FDY44,OUT035,1000
FDB21,OUT013,1000
FDS20,OUT035,1000
FDS49,OUT049,1000
FDX55,OUT027,1000
NCQ02,OUT018,1000
FDR25,OUT013,1000
DRG39,OUT045,1000
FDB46,OUT046,1000
NCC30,OUT018,1000
FDE58,OUT035,1000
FDC05,OUT019,1000
FDY15,OUT046,1000
FDG14,OUT046,1000
FDL08,OUT049,1000
FDQ47,OUT013,1000
FDN12,OUT035,1000
FDW10,OUT013,1000
FDD02,OUT035,1000
FDX35,OUT010,1000
FDT35,OUT046,1000
DRN47,OUT019,1000
FDB11,OUT010,1000
FDN20,OUT045,1000
FDB59,OUT035,1000
FDJ58,OUT045,1000
FDU60,OUT046,1000
FDS03,OUT049,1000
FDU40,OUT019,1000
DRH15,OUT049,1000
FDD04,OUT027,1000
FDQ01,OUT046,1000
FDF28,OUT035,1000
FDD22,OUT010,1000
FDY19,OUT046,1000
FDN33,OUT035,1000
FDV36,OUT035,1000
FDW01,OUT010,1000
FDJ28,OUT049,1000
FDB17,OUT035,1000
FDM40,OUT049,1000
FDV46,OUT045,1000
FDQ44,OUT049,1000
NCD42,OUT046,1000
DRH37,OUT046,1000
FDR10,OUT018,1000
NCD06,OUT027,1000
FDI53,OUT046,1000
FDG16,OUT035,1000
DRB25,OUT046,1000
FDY09,OUT046,1000
FDX48,OUT045,1000
FDC03,OUT010,1000
FDT47,OUT035,1000
FDW44,OUT027,1000
FDT24,OUT017,1000
FDT12,OUT019,1000
NCS38,OUT035,1000
FDO39,OUT035,1000
FDA13,OUT046,1000
FDO48,OUT035,1000
DRJ01,OUT017,1000
FDD53,OUT018,1000
NCT05,OUT049,1000
FDQ51,OUT045,1000
FDU60,OUT013,1000
FDC59,OUT046,1000
FDP36,OUT035,1000
NCM19,OUT017,1000
FDL16,OUT035,1000
FDE50,OUT018,1000
NCR18,OUT013,1000
NCD30,OUT035,1000
FDH31,OUT013,1000
FDD56,OUT019,1000
FDC47,OUT049,1000
FDZ21,OUT045,1000
FDM01,OUT049,1000
FDF24,OUT013,1000
FDW23,OUT017,1000
FDY52,OUT018,1000
DRH37,OUT027,1000
DRO47,OUT027,1000
FDR25,OUT049,1000
FDQ24,OUT027,1000
DRJ51,OUT018,1000
NCU06,OUT035,1000
NCV18,OUT018,1000
NCC06,OUT027,1000
FDZ01,OUT018,1000
FDT14,OUT017,1000
FDD11,OUT019,1000
FDN09,OUT017,1000
NCO18,OUT010,1000
FDZ50,OUT045,1000
FDS44,OUT013,1000
FDI36,OUT045,1000
FDA26,OUT010,1000
NCY53,OUT049,1000
FDF32,OUT049,1000
FDF59,OUT010,1000
FDB20,OUT046,1000
DRH11,OUT035,1000
FDT03,OUT049,1000
NCH06,OUT035,1000
FDR55,OUT049,1000
FDI10,OUT035,1000
FDZ12,OUT045,1000
FDM12,OUT049,1000
DRB25,OUT045,1000
NCS41,OUT013,1000
NCT53,OUT049,1000
NCD55,OUT013,1000
FDY08,OUT049,1000
NCP55,OUT049,1000
FDA33,OUT013,1000
FDQ33,OUT013,1000
FDE45,OUT027,1000
FDT26,OUT013,1000
NCV53,OUT049,1000
FDK60,OUT027,1000
NCJ29,OUT046,1000
FDI15,OUT045,1000
FDX21,OUT013,1000
FDV49,OUT019,1000
DRO59,OUT046,1000
FDZ14,OUT045,1000
FDP32,OUT027,1000
FDC33,OUT017,1000
FDT14,OUT010,1000
NCN54,OUT027,1000
FDR57,OUT027,1000
DRK12,OUT046,1000
FDX52,OUT049,1000
FDX08,OUT010,1000
FDP10,OUT010,1000
NCP50,OUT045,1000
NCL06,OUT013,1000
FDP25,OUT013,1000
FDE53,OUT013,1000
FDL27,OUT017,1000
FDC35,OUT049,1000
DRJ47,OUT010,1000
FDD16,OUT018,1000
NCN42,OUT049,1000
FDC38,OUT027,1000
NCO07,OUT045,1000
FDQ20,OUT049,1000
FDI32,OUT046,1000
FDN20,OUT010,1000
DRJ51,OUT027,1000
FDU08,OUT045,1000
DRN37,OUT019,1000
FDD05,OUT010,1000
FDW15,OUT046,1000
FDI52,OUT046,1000
DRM11,OUT049,1000
NCO06,OUT045,1000
FDU38,OUT049,1000
FDU59,OUT018,1000
FDJ10,OUT046,1000
FDM13,OUT049,1000
NCJ30,OUT019,1000
FDM45,OUT018,1000
FDP36,OUT045,1000
NCD30,OUT010,1000
FDN48,OUT017,1000
FDY32,OUT049,1000
FDU47,OUT046,1000
FDF17,OUT019,1000
FDP34,OUT017,1000
FDA47,OUT049,1000
DRD27,OUT027,1000
FDW38,OUT045,1000
FDZ15,OUT019,1000
FDZ03,OUT027,1000
NCN19,OUT049,1000
FDG02,OUT035,1000
FDS31,OUT035,1000
FDW43,OUT019,1000
FDZ47,OUT010,1000
FDO57,OUT017,1000
NCL07,OUT013,1000
NCV42,OUT013,1000
FDP40,OUT017,1000
FDP48,OUT019,1000
FDH21,OUT017,1000
NCP02,OUT049,1000
FDK24,OUT049,1000
FDC41,OUT045,1000
FDF08,OUT017,1000
FDO49,OUT017,1000
FDS56,OUT027,1000
FDX46,OUT018,1000
FDQ07,OUT013,1000
FDC32,OUT010,1000
FDT21,OUT019,1000
FDG58,OUT045,1000
FDW14,OUT049,1000
DRA12,OUT027,1000
FDV27,OUT013,1000
DRD25,OUT013,1000
DRF48,OUT027,1000
FDX24,OUT017,1000
DRJ51,OUT046,1000
FDE45,OUT045,1000
FDE14,OUT046,1000
FDG53,OUT045,1000
FDT08,OUT046,1000
DRC27,OUT027,1000
FDG20,OUT035,1000
FDC21,OUT046,1000
FDV31,OUT018,1000
FDB58,OUT045,1000
FDV23,OUT046,1000
FDA25,OUT019,1000
FDC15,OUT046,1000
FDU47,OUT049,1000
FDE23,OUT013,1000
FDS08,OUT013,1000
FDW03,OUT027,1000
FDJ60,OUT018,1000
FDM34,OUT017,1000
FDW33,OUT013,1000
FDZ40,OUT013,1000
FDE33,OUT018,1000
NCC06,OUT010,1000
FDU11,OUT046,1000
FDL44,OUT017,1000
NCZ29,OUT017,1000
FDG28,OUT010,1000
FDL12,OUT018,1000
FDD52,OUT017,1000
FDO15,OUT013,1000
NCN29,OUT027,1000
FDW36,OUT013,1000
FDB21,OUT046,1000
FDZ28,OUT013,1000
FDY10,OUT035,1000
DRG39,OUT017,1000
FDN28,OUT013,1000
FDV15,OUT035,1000
DRI13,OUT035,1000
FDH20,OUT046,1000
FDY51,OUT013,1000
FDE16,OUT013,1000
FDX40,OUT018,1000
FDC48,OUT018,1000
FDS14,OUT046,1000
FDX56,OUT017,1000
FDI10,OUT046,1000
FDI14,OUT013,1000
DRM48,OUT013,1000
NCH07,OUT027,1000
FDY26,OUT013,1000
FDD02,OUT027,1000
FDM12,OUT046,1000
DRF01,OUT010,1000
FDV36,OUT046,1000
DRI59,OUT013,1000
FDV03,OUT018,1000
FDO39,OUT017,1000
NCB07,OUT018,1000
FDH38,OUT027,1000
FDZ13,OUT035,1000
NCZ30,OUT046,1000
NCA06,OUT035,1000
FDB04,OUT049,1000
FDN50,OUT013,1000
NCG06,OUT049,1000
NCY17,OUT018,1000
FDC23,OUT046,1000
FDK33,OUT049,1000
FDR03,OUT049,1000
FDZ07,OUT045,1000
FDO38,OUT013,1000
FDS59,OUT046,1000
DRM11,OUT019,1000
FDX52,OUT027,1000
DRJ35,OUT018,1000
NCP53,OUT046,1000
FDW15,OUT019,1000
DRI47,OUT045,1000
DRZ11,OUT035,1000
FDS02,OUT013,1000
DRD49,OUT018,1000
FDW38,OUT049,1000
FDR21,OUT019,1000
FDE40,OUT013,1000
FDI02,OUT045,1000
FDQ04,OUT045,1000
FDY14,OUT017,1000
NCT54,OUT046,1000
DRD25,OUT017,1000
DRE01,OUT045,1000
FDJ12,OUT010,1000
NCZ05,OUT049,1000
DRB25,OUT019,1000
NCC31,OUT045,1000
FDM16,OUT045,1000
DRG11,OUT049,1000
FDV24,OUT027,1000
FDV43,OUT046,1000
FDG05,OUT018,1000
FDV23,OUT010,1000
FDI58,OUT018,1000
FDQ11,OUT017,1000
FDC05,OUT027,1000
FDF40,OUT013,1000
FDU02,OUT018,1000
FDT32,OUT013,1000
NCF06,OUT017,1000
FDT46,OUT013,1000
FDR58,OUT010,1000
FDY04,OUT046,1000
FDT58,OUT045,1000
FDE46,OUT049,1000
DRH11,OUT017,1000
DRI51,OUT046,1000
FDC35,OUT017,1000
FDP45,OUT035,1000
FDC45,OUT017,1000
FDU01,OUT045,1000
FDJ53,OUT010,1000
FDJ46,OUT017,1000
FDX07,OUT013,1000
NCI30,OUT049,1000
FDE47,OUT027,1000
FDV48,OUT045,1000
FDN16,OUT019,1000
FDM52,OUT013,1000
FDA32,OUT027,1000
FDH05,OUT017,1000
FDW25,OUT010,1000
FDQ09,OUT046,1000
NCM17,OUT010,1000
DRM59,OUT046,1000
FDV47,OUT027,1000
DRE15,OUT035,1000
FDS25,OUT010,1000
NCZ05,OUT018,1000
NCV05,OUT019,1000
DRM37,OUT046,1000
FDV58,OUT027,1000
FDN22,OUT027,1000
NCO06,OUT049,1000
FDT56,OUT019,1000
FDM02,OUT013,1000
FDA09,OUT046,1000
NCC06,OUT035,1000
NCL54,OUT049,1000
NCB55,OUT017,1000
FDB12,OUT017,1000
NCA54,OUT049,1000
NCS38,OUT049,1000
FDC02,OUT049,1000
FDK44,OUT019,1000
FDE16,OUT035,1000
NCS05,OUT035,1000
FDZ59,OUT045,1000
FDI20,OUT017,1000
FDQ14,OUT046,1000
FDF53,OUT017,1000
FDW25,OUT017,1000
NCQ43,OUT010,1000
FDX52,OUT013,1000
FDE28,OUT045,1000
FDN15,OUT017,1000
FDO28,OUT017,1000
FDQ33,OUT045,1000
FDM22,OUT010,1000
FDJ03,OUT017,1000
FDI16,OUT045,1000
FDI09,OUT027,1000
FDX55,OUT013,1000
FDS23,OUT027,1000
DRC12,OUT045,1000
FDH41,OUT049,1000
FDN01,OUT013,1000
FDV55,OUT045,1000
NCJ19,OUT013,1000
NCY29,OUT010,1000
FDP03,OUT018,1000
FDZ52,OUT045,1000
FDH31,OUT010,1000
FDQ19,OUT018,1000
FDS15,OUT035,1000
FDN32,OUT017,1000
FDH32,OUT049,1000
FDF33,OUT017,1000
FDJ22,OUT046,1000
FDG56,OUT010,1000
FDC05,OUT046,1000
FDK09,OUT013,1000
NCV29,OUT045,1000
NCC43,OUT019,1000
NCA42,OUT049,1000
FDC10,OUT046,1000
FDC16,OUT013,1000
NCL17,OUT013,1000
FDA51,OUT035,1000
FDW01,OUT017,1000
NCF30,OUT045,1000
FDN49,OUT013,1000
FDY20,OUT045,1000
FDC15,OUT045,1000
FDY24,OUT046,1000
NCG43,OUT017,1000
FDA48,OUT013,1000
NCF55,OUT017,1000
FDL38,OUT049,1000
NCQ29,OUT018,1000
FDC34,OUT017,1000
FDP36,OUT027,1000
FDN50,OUT010,1000
FDO23,OUT049,1000
FDT56,OUT013,1000
FDT13,OUT027,1000
FDZ03,OUT013,1000
FDQ03,OUT010,1000
FDU44,OUT045,1000
FDD03,OUT049,1000
NCH30,OUT013,1000
FDS60,OUT010,1000
FDG08,OUT046,1000
FDX38,OUT017,1000
FDD22,OUT017,1000
FDW51,OUT013,1000
FDL09,OUT017,1000
FDZ60,OUT045,1000
NCH07,OUT046,1000
NCQ41,OUT049,1000
FDW04,OUT049,1000
FDI08,OUT027,1000
FDR19,OUT019,1000
FDV13,OUT046,1000
FDB52,OUT017,1000
FDZ48,OUT027,1000
NCO14,OUT049,1000
FDZ50,OUT013,1000
FDN27,OUT019,1000
FDQ60,OUT013,1000
FDR49,OUT017,1000
DRJ35,OUT027,1000
DRI49,OUT017,1000
FDB47,OUT017,1000
FDP37,OUT010,1000
FDR26,OUT049,1000
FDY31,OUT019,1000
FDC11,OUT045,1000
DRP47,OUT035,1000
NCY54,OUT018,1000
FDR27,OUT046,1000
FDQ21,OUT019,1000
NCQ29,OUT035,1000
FDJ02,OUT046,1000
FDE21,OUT018,1000
FDM39,OUT046,1000
FDZ01,OUT017,1000
NCB19,OUT018,1000
FDU03,OUT046,1000
FDP27,OUT049,1000
DRF01,OUT045,1000
FDM03,OUT049,1000
FDV01,OUT046,1000
FDS16,OUT046,1000
FDO45,OUT035,1000
NCX06,OUT035,1000
FDP13,OUT046,1000
NCR38,OUT018,1000
FDA01,OUT013,1000
FDT26,OUT017,1000
FDD44,OUT027,1000
FDB26,OUT013,1000
FDP45,OUT019,1000
NCP55,OUT046,1000
FDT23,OUT017,1000
FDO51,OUT045,1000
FDA44,OUT046,1000
NCJ31,OUT018,1000
FDX37,OUT045,1000
NCD18,OUT049,1000
FDN40,OUT027,1000
FDL33,OUT017,1000
DRF48,OUT035,1000
FDW08,OUT035,1000
FDX39,OUT018,1000
FDB38,OUT049,1000
FDY46,OUT018,1000
NCB06,OUT049,1000
FDA34,OUT035,1000
FDA35,OUT045,1000
FDQ07,OUT035,1000
FDU32,OUT045,1000
FDU26,OUT013,1000
FDU13,OUT010,1000
FDO09,OUT035,1000
FDW03,OUT019,1000
FDB38,OUT013,1000
FDL26,OUT010,1000
NCN43,OUT045,1000
FDH08,OUT045,1000
NCC31,OUT019,1000
FDH14,OUT035,1000
FDL40,OUT017,1000
FDD20,OUT035,1000
NCV53,OUT035,1000
FDD16,OUT045,1000
FDP24,OUT035,1000
FDQ25,OUT045,1000
FDM38,OUT035,1000
NCT18,OUT010,1000
FDM34,OUT049,1000
DRH37,OUT010,1000
NCE07,OUT013,1000
FDG12,OUT013,1000
FDB59,OUT010,1000
FDS10,OUT018,1000
FDN21,OUT010,1000
FDM02,OUT045,1000
FDO44,OUT049,1000
NCN17,OUT017,1000
FDH16,OUT018,1000
FDL44,OUT046,1000
FDY47,OUT017,1000
DRI39,OUT046,1000
NCX54,OUT018,1000
FDE59,OUT046,1000
FDO46,OUT045,1000
DRE13,OUT046,1000
FDW14,OUT013,1000
FDF35,OUT046,1000
FDO50,OUT019,1000
DRF49,OUT017,1000
FDT60,OUT049,1000
FDP38,OUT045,1000
FDA31,OUT027,1000
FDY52,OUT010,1000
FDD03,OUT027,1000
FDN52,OUT018,1000
FDU20,OUT010,1000
FDD22,OUT035,1000
NCB55,OUT019,1000
